drugbank-id,name
DB07475,Velcade
APRD00958,Placidyl Cap 750mg
APRD00160,Teva-levocarbidopa
APRD00093,Suprenza
APRD01032,
APRD00028,Zytram XL
EXPT02753,
APRD00245,Sandoz Betaxolol
APRD00327,Teva-fluconazole
APRD00488,
APRD01148,Tamiflu Oral Suspension
APRD00953,T-stat Pad-lot
APRD01022,Hydroxy Cobal Inj 1000mcg/ml
APRD00673,Zebutal
APRD00159,"Succinylcholine Chloride Injection, USP 20mg/ml"
APRD00556,Vizarsin
APRD00367,Tikosyn
APRD00599,Pyrimethamine Leucovorin
APRD00472,Serpasil 0.25mg
APRD00397,Zmax SR
APRD01257,Ticlopidine-250
APRD00393,Trospium Chloride ER
APRD00780,Tactupump Forte
APRD01116,ProAmatine
APRD00163,
APRD00073,Van-pantoprazole
APRD00217,Torsemide
APRD00147,Van-citalopram
APRD00945,Teva-eletriptan
APRD00825,
APRD00281,Vigamox
APRD00189,
APRD00003,Viracept -50mg
APRD00750,
APRD00381,Tandemact
APRD00921,Psorcon
APRD00069,Crixivan
APRD00990,Omniscan  Liq IV 287mg/ml
APRD01006,
APRD00370,Teva-lovastatin
APRD00234,Ethrane Liquid Inh
APRD00855,
APRD01198,Torrent-pregabalin
APRD00676,Teva-temazepam
APRD01104,Methyclothiazide
DB09367,Paser
APRD00198,
APRD00010,Primacor Injection 1mg/ml
APRD00693,
APRD00752,Butisol Sodium Tab 30mg
DB08311,Viramune XR
APRD01154,Oxizole
APRD00783,Alclometasone Dipropionate
APRD00266,Zebutal
APRD00260,Mavenclad
APRD01300,Ranexa
DB06396,Teva-5 Asa
APRD00748,PMS-benztropine Tab 0.5mg
APRD00540,Ziprasidone Hydrochloride
APRD00463,Sansert
APRD00836,Dostinex
DB03778,Sandoz Idoxuridine
APRD00345,Dapsone
APRD00659,Zazole
APRD00241,Tremytoine
APRD01091,Hms
APRD00597,Vibramycin Monohydrate
EXPT01164,Stilboestrol Tab 0.5mg
EXPT01049,
APRD00244,Zapotol Clotrimazole
APRD00839,Zo Medical Zo Post Procedure Recovery System
APRD00438,AVC Vaginal
DB03123,Seromycin Cap 250mg
APRD00798,Xagrid
APRD00006,Gliadel Wafer
APRD00595,Sulfizole Tab 500mg
APRD00208,Toprolxl XL
APRD00211,Eurax Cream 10%
APRD00761,
APRD00851,
APRD00302,Ropinirole Tablets
APRD00715,
APRD00298,Isradipine
APRD00913,Sinografin - Liq Iu
APRD00714,
APRD00237,Zym-topiramate
APRD00852,
APRD00223,Tribenzor
APRD00064,Amsa Pd Inj 50mg/ml
DB09359,Uniphyl
APRD00105,Argatroban
APRD01074,Triostat
APRD00507,Rythmodan-LA 250mg
DB05291,Ztlido
APRD01161,Val-pamidronate Disodium
APRD00875,Wal Hist 12 Hour Relief
APRD00656,Precose
APRD00125,Venlafaxine XR
APRD00396,Prempro
APRD01271,Travoprost Ophthalmic Solution 0.004%
APRD00788,Taro-amcinonide
APRD00614,Teva-atomoxetine
EXPT00718,Bleomycin for Injection USP
APRD00115,Leukeran
APRD00965,Etomidate
EXPT01092,Tomudex
APRD00766,NuvaRing
DB05354,Zomorph
APRD00492,"Ropivacaine Hydrochloride Injection, USP"
APRD00247,Vivacaine
APRD00902,
DB01730,Penciclovir
DB13426,Viread
APRD00609,Fluclox-250 Cap 250mg
EXPT00508,Tranexamic acid Tranexamic acid
APRD00952,Invanz
APRD00762,Volnea
APRD00284,Mutamycin Inj 5mg/vial
APRD01333,
APRD00114,Targretin
APRD01025,Ibutilide Fumarate
APRD00392,Eldisine Inj 5mg/2ml
APRD00127,Uridon Tab 50mg
DB07727,
APRD01174,Pentobarbital Sodium Cap 50mg
APRD00066,Valproic-250
APRD00844,Capastat Sulfate
APRD00376,Zomig Zmt
APRD00252,Zyfrel
DB07998,Iressa
DB09471,Zotex-C
APRD00325,Zosyn Pharmacy Bulk Package
DB05743,PMS-dihydroergotamine
APRD00227,Triavil Tab
APRD00692,Floxuridine
APRD00445,Tolcapone
APRD00980,Sandoz Fluorometholone
APRD01143,Sodium Nitroprusside for Injection
APRD00841,Sirop De Calcium 625mg/5ml
APRD01021,Teva-hydromorphone
APRD00109,Tivorbex
APRD00957,Myambutol Tablets  -  400 mg
APRD01099,Xigduo XR
APRD00537,Teva-ipratropium Sterinebs
APRD00485,PMS-methadone
APRD00138,ZYPREXA Zydis
APRD00172,Teva-atenolol/chlorthalidone
APRD00050,
APRD01182,Elidel
APRD00446,Zegerid OTC
APRD01206,Tebrazid Tab 500mg
APRD01101,
APRD00630,ZYRTEC-D Allergy Plus Congestion
APRD00606,Seldane Tab 60mg
APRD00473,Tria-diltiazem 60 Mg Tablets
APRD00441,Triptil Tab 10mg
APRD00792,Aminohippurate Sodium Pah
APRD00490,Xatral
APRD00315,Tridione
APRD01141,Orfadin
APRD00307,Teva-clobazam
DB08225,Womens Rogaine Unscented
APRD01092,Nu-megestrol - Tab 40mg
APRD00290,Tabloid
APRD00739,Methylergonovine Maleate
APRD00723,
EXPT00605,Cayston
APRD00308,Parafon Forte Tablets
APRD00592,Cytadren Tab 250mg
APRD00300,Mefloquine Hydrochloride
APRD00190,Trisulfaminic Tab
DB02692,Kuvan
APRD00101,Vinorelbine Tartrate Injection USP
APRD01301,Gd-anidulafungin
APRD00470,Versacloz
APRD01238,Teva-sucralfate
APRD01003,Raxar
APRD00937,Zicam Multi-symptom Cold & Flu Nighttime
APRD00106,Vienva TM
APRD01299,"Norepinephrine Bitartrate Injection, USP"
APRD00148,Vistide
APRD00685,Zym-mirtazapine
APRD01095,Novo-mepro 400mg
APRD00323,
DB08625,Xalacom
APRD01272,Tyvaso
APRD00884,Flavored Colestid
APRD00070,Trihexyphenidyl Hydrochloride
APRD00351,Palonosetron Hydrochloride
APRD00941,
APRD00242,Teva-mexiletine
DB02444,Zinecard
APRD00520,Zym-amlodipine
APRD00690,
APRD00399,
APRD00079,Triamterene hydrochlorothiazide
APRD00662,Valtaxin
APRD00383,Procyclid Tab 5mg
APRD00365,Zotex-C
APRD00503,
APRD00098,Toloxin
APRD00032,
APRD00729,Parsitan 50mg
APRD00612,Nymalize
DB11897,Vanceril AEM 50mcg
APRD00417,Soma Tablets 350mg
APRD00700,Utrogestan
DB09441,Tussaminic Dh Pediatric Syrup
DB07438,Nexavar
DB06286,Zometa Lyophilized Powder
APRD01004,Ultramicrosize Griseofulvin
APRD00635,Sular
APRD00431,Lunesta
APRD00861,
DB05925,Xanax XR
APRD00770,Supress A
APRD00998,Triple Dye
APRD00803,
APRD00574,Xylac
APRD00316,
APRD00162,Taro-mupirocin
DB02487,Miostat Ophthalmic Liq 0.01%
APRD00403,Teva-rosiglitazone
APRD00156,Teva-pramipexole
APRD00773,Dimelor Tablet 1843 500mg
APRD00320,Unasyn
APRD01318,Metubine Iodide Inj 2mg/ml
DB08415,V Cillin K 1831 Tablet 250mg
APRD00497,Tuinal Pulvule 304
APRD01118,Zavesca
APRD00358,Promazine HCl Inj 50mg/ml
APRD01234,Teva-spironolactone/hctz
APRD00657,Teva-methylphenidate ER-C
APRD01102,Super Extra Strength Aspirin Backache
APRD00607,Vilevev MB
APRD00095,ZolpiMIST
APRD00600,Sandoz Famciclovir
APRD00306,Wal-Act
APRD00209,Zanosar Sterile Powder
APRD00847,Hemabate
APRD00856,
APRD01072,PMS-lindane Shp 1%
APRD01275,Viroptic
APRD00624,Stemetil Tab 5mg
APRD00033,PMS-cyproheptadine HCl Tab 4mg
APRD01142,Noxivent
APRD00666,Naturetin 5mg
DB03027,Zyloprim 200
APRD00857,Zavicefta
APRD00102,Baycol (0.3mg)
APRD00103,Trisulfa Tab
APRD00201,Gemzar (200mg/vial)
APRD00948,Sandoz Entecavir
APRD00513,Valisone-G Ointment
APRD00649,Vumon
APRD00361,PMS-epirubicin
EXPT00942,Sopamycetin/hc Susp
APRD01077,
APRD00077,Well At Walgreens Lansoprazole
APRD00930,Ratio-dipivefrin
APRD00939,Innovar Inj
EXPT02993,Unithroid
APRD00618,Teva-proctosone
APRD00343,
APRD00074,Pethidine Injection B.P.
APRD00384,Western Family Childrens Allergy Relief
EXPT00946,Keflin Neutral Inj 2gm/vial
APRD00020,Teva-prazosin
DB08002,Tofranil-PM
APRD00778,Taro-acitretin
APRD01290,Visudyne
APRD01128,Teva-nabumetone
APRD00314,Pamine Forte
APRD00757,
APRD00575,Trombovar Inj 3%
APRD01060,Waymade-ketorolac Tromethamine
APRD00269,
APRD00947,
APRD00563,Teva-quinine
APRD00011,Tenoxicam-20
APRD00571,Syndros
APRD00434,Van-montelukast
APRD00530,Zym-fluoxetine
APRD01014,
APRD00058,Brietal Sodium Ampoule 660
APRD00682,Pro Chlorax
APRD00060,Yentreve
APRD00482,Teva-chlorpromazine
APRD01219,Rimantalist
APRD00550,Amikin
APRD01303,Revlimid
APRD00400,Teva-raloxifene
APRD00373,Teva-celecoxib
APRD00712,Flaxedil Inj 20mg/ml
APRD00034,Tim-Brim-Dor-Lat
APRD00916,Dicloxacillin Sodium
APRD01127,Teva-nabilone
APRD00108,
APRD00652,Hexalen
APRD01230,Sotylize
APRD00222,Teva-buspirone
APRD01117,Miglitol
APRD00526,Teva-fosinopril
APRD00854,Claforan Pws Inj 500mg/vial
APRD00416,Teva-entacapone
APRD00449,Zidovudine
APRD00903,Enablex
APRD00387,Xtampza ER
APRD00166,
APRD00984,Teva-flutamide
APRD01268,Tolmetin Sodium
APRD00568,Up and Up Acid Reducer
APRD00538,Teva-haloperidol
APRD00312,Viekira XR
APRD00733,
APRD00286,
APRD00558,Alinia
APRD00465,
APRD00911,Choloxin Tablet 4mg
APRD01334,
EXPT03217,Vancomycin Hydrocloride
DB04134,Solmeet denti doctor
APRD00655,Zyncof
APRD00359,PMS-cisplatin
APRD00819,
APRD00800,
APRD00782,Albenza
APRD01269,Trandolapril and Verapamil Hydrochloride ER
APRD00199,Caspofungin Powder for Injection
APRD00195,Carteolol Hydrochloride
APRD00818,
APRD00017,Toctino
APRD01109,Zaroxolyn Tab 10mg
APRD01607,Zeasorb AF
APRD00186,Teva-oxaliplatin Injection
APRD00915,Teva-proctosone
APRD00193,
APRD00669,Foscavir
APRD00951,Teva-erlotinib
APRD00408,Procytox Vial 200mg
APRD00512,
APRD00151,Vioxx Tab 25mg
APRD00864,
APRD00644,Cefdinir
EXPT01546,Guanidine hydrochloride
EXPT00999,Van-ciprofloxacin
APRD00993,Optimark
APRD00391,Fareston
APRD00602,Teva-nortriptyline
APRD00495,Vincristine Sulfate Injection USP
APRD00063,PMS-benazepril
APRD00142,Asendin Tab 50mg
EXPT03204,Tolak
APRD00380,Regonol Inj 5mg/ml
APRD00724,
APRD00910,Topicort Ointment 2.5mg/gm
EXPT00598,Vp-zel
APRD00377,Zafirlukast
APRD00297,Propylthiouracil
EXPT01688,Lithostat
APRD00202,Nipent Pws 10mg/vial
APRD00157,Uvadex
APRD01187,Therafeldamine
APRD00570,Teva-lamotrigine
APRD01177,Optison Perflutren Protein-Type A Microspheres
APRD00688,Vistaril
APRD00378,Relenza
APRD00829,Tracleer
APRD01307,Tygacil
APRD00935,Dopram Injectable Liq 20mg/ml
APRD00728,
APRD00353,Xatmep
APRD00337,Teva-carbamazepine
APRD00874,Nimbex 10mg/ml
APRD01236,Chemet
APRD00250,Teva-cephalexin 250
APRD00332,
DB11728,Fondaparinux Sodium Injection
APRD00708,Vinblastine Sulphate Injection
APRD00194,Teva-propranolol
EXPT02427,Se-donna Pb Hyos
APRD00970,ProFeno
APRD00319,Pondimin Tab 20mg
DB07566,Teva-clonidine
APRD00684,
APRD00697,Van-valacyclovir
APRD00846,
APRD01085,Sanorex
DB07576,
APRD01063,Woodward's Laxative Syrup
APRD00543,Voriconazole for Injection
APRD01070,Lipovite
APRD00510,Vasotec
APRD00706,PMS-nizatidine 150mg Capsules
APRD00527,Zorvolex
APRD00637,
APRD00065,Xhance
APRD00636,
APRD00474,Teva-doxazosin
APRD00977,Xilapak
DB11514,Versol 100mg
APRD00318,Zarontin Syr 250mg/5ml
EXPT00514,Riva-amilzide 5/50 mg
APRD00019,
APRD01010,Ultravate X
APRD00992,Prohance Liq IV 279.3mg/ml
APRD01062,Trandate Tab 200mg
APRD00660,Pentothal Sodium Pws 5gm
APRD01121,Benoquin Crm 20%
DB08769,Zyvoxam 600 mg
APRD01058,Stromectol
APRD00627,Teva-medroxyprogesterone
APRD00454,Prepulsid Tab 5mg
APRD01243,Teva-sulindac
EXPT01082,
DB08269,Unipen Injection Pws 500mg/vial
APRD00468,Teva-chloroquine
APRD00961,Trecator
APRD00555,
APRD00835,Stadol NS - 10mg/ml Aem-liq
APRD00257,Ziac
APRD00796,
APRD00988,
APRD00094,Rifabutin
APRD00027,
APRD00236,
APRD00272,Demeclocycline Hydrochloride
DB03261,Teva-imatinib
APRD00422,Zilretta
APRD01151,Oxandrolone
APRD00088,Nicardipine Hydrochloride
APRD00633,Rho-fluphenazine Decanoate Inj.conc-100mg/ml
DB05275,Vogelxo
DB07709,Teva-efavirenz/emtricitabine/tenofovir
APRD00816,Zapotol Bacitracin
APRD00536,Vyo Cylate - Pwr
APRD00881,Tranxene T-Tab
APRD00487,
APRD00561,Van-alendronate
DB06189,Evoltra
APRD00933,Abreva
APRD00578,Precedex
APRD00452,Zencia Wash
APRD00340,Winpred Tab 5mg
APRD00879,Novo-fibrate Cap 500mg
APRD00585,Hismanal Tab 10mg
APRD01034,
APRD00834,Gynazole.1
DB06639,Youngcellogy Aios Ampoule
APRD00104,Zym-simvastatin
EXPT02075,Taro-pemetrexed
APRD01086,Vermox Tablets 100 mg
APRD01001,Relisorm 500 for Inj.-pws Liq-kit IV Sc
APRD00940,Tanac Medicated Gel
APRD01146,Viaderm Kc Ont
APRD00548,Propoxyphene Napsylate and Acetaminophen
APRD00494,Lysodren
APRD00440,Zerit - Cap 40mg
APRD00698,Pyrimethamine Leucovorin
APRD00769,Protophylline Tab 200mg
APRD01173,Talwin - Liq 30mg/ml
APRD01080,Vamin N
APRD01065,Xalatan
APRD00588,Oestrilin Creme Vaginale 1mg
APRD00533,Zym-trazodone
APRD00458,Vecamyl
APRD01226,Tasermity
APRD00661,Campral
APRD00514,Skelaxin
APRD00335,Verelan PM
APRD01277,Trimethobenzamide Hydrochloride
APRD00975,PMS-flumethasone-clioquinol
APRD00517,
APRD00150,Nilutamide
APRD01129,Synarel Nas Sol 2mg/ml
EXPT00496,Zorcaine
APRD00379,ZEMBRACE SymTouch
APRD00515,Gastrozepin Tab 50mg
APRD00583,Suprax - Tab 200mg
APRD00029,Novo-propamide 250mg
APRD00100,Emend Tri-pack
EXPT01628,Teva-galantamine ER
APRD00123,Teva-tamoxifen
DB02775,
APRD00763,
APRD00052,Van-losartan-hctz
APRD00596,Thioridazine Tab 50mg
APRD01124,
APRD00797,Fungizone Intravenous Injection 50mg
APRD00341,Warfilone Tab 5mg
APRD00680,Versed Inj 5mg/ml
APRD00582,Zylet
APRD01281,Trovan Tablets 200mg
APRD01175,Elmiron
DB02478,Fludrocortisone Acetate
APRD01602,Van-mycophenolate
APRD00858,
APRD00983,Somnol 30mg
APRD01120,Univasc
APRD00615,Rogitine 5mg/vial
DB07777,Odan-fluorets
APRD00521,Vyxeos
DB07799,Uritol Tab
APRD00677,Wigraine Tab
APRD00128,Zanaflex
APRD00191,Teva-nitrofurantoin
APRD00617,
APRD00707,Mint-eplerenone
APRD00605,Agenerase
APRD01026,Extraneal
APRD00740,Neptazane Tablets 50mg
DB05067,Vivitrol
DB08563,Rescriptor
APRD00036,Uflo
APRD00078,Photofrin
DB05563,Zalviso
APRD00681,Trizivir
DB04635,Ibandronic Acid Sandoz
APRD00918,Hetrazan Tab 50mg
APRD00753,Teva-flurbiprofen
APRD01149,Oxacillin
DB05816,Movapo
DB00715,Teva-paroxetine
APRD01137,Tilade Inhaler 2mg/aem
APRD00679,Zeosa
APRD00781,Hepsera
APRD00810,Trinalin Repetabs
APRD00639,Ostac Cap 400mg
DB05342,Novocain Liq 2%
APRD00560,Zestril
APRD00062,Vasoxyl Inj 20mg/ml
APRD01030,Zyclara
APRD01017,Tussigon
APRD00498,Trimipramine-75 - Cap 75mg
APRD00153,Trinipatch 0.6
APRD01221,Zemuron
APRD00928,
DB08630,Mintezol Chewable Tab 500mg
APRD00593,Trazec
APRD00806,Tracrium
APRD01193,Protopam Chloride Inj 1gm
APRD00187,Teva-risperidone
APRD01131,Naftin Gel 1%
APRD00363,Vimovo
APRD00354,Zentrip
EXPT02625,Pentamidine Isetionate for Injection BP
APRD01012,
APRD00145,Riluzole Zentiva
DB07886,Zims Advanced Hydrocortisone Continuous With Organic Arnica and Aloe
EXPT02246,TERUFLEX Blood Bag System with Diversion Blood Sampling Arm Anticoagulant Citrate Phosphate Dextrose (CPD) AND OPTISOL (AS-5) Red Cell Preservative
APRD00989,MultiHance
APRD00265,Zyflo CR
APRD00534,Teva-modafinil
APRD00904,PMS-deferoxamine
APRD00616,Transderm Scop
APRD00765,RyVent
APRD00067,Ultradol - Cap 300mg
APRD00180,Venipuncture CPI
APRD00043,Epinastine Hydrochloride
APRD00645,Tranylcypromine Sulfate
APRD00212,Terrell
APRD00962,Peganone
APRD00362,ZO COMPLEX A Tretinoin (Emollient)
APRD00722,Sapoderm
APRD00518,Anzemet Injection 20 mg/ml
APRD00444,Zyllt
APRD00572,VitaStem
EXPT02153,Vabomere
APRD01322,Vivia Acid
APRD00579,Onivyde
APRD00002,Tapazole 5mg Tablet
APRD00289,Zenhale
APRD01112,Demser
APRD00049,Timentin
APRD00820,
APRD00310,Sandoz Olopatadine 0.2%
APRD01018,
APRD00785,Vitaros
APRD00737,Pro Chlorax
APRD01081,Ovide
APRD00239,Vepesid Inj 20mg/ml
APRD01020,
APRD00304,Aggrastat
APRD01308,Trileptal Oral Suspension
APRD00339,
APRD01305,
APRD01133,Neggram
APRD00099,Phenelzine Sulfate
APRD01190,WinCo Original Strength Triple Antibiotic
APRD00177,Propantheline Bromide
APRD00311,Yuvafem
APRD00730,Ponstel
APRD00890,
APRD00559,
DB05347,Zovirax Tab 200mg
DB08298,Waymade-naproxen Sodium DS
APRD00991,Magnevist
APRD01178,Viacoram
APRD00130,
APRD00689,Vaginex W Tripelennamine Crm 2%
APRD01011,
APRD00549,Sertan Tab 250mg
DB08518,Sulfasalazine Delayed-Release
APRD00420,Zinda-candesartan/hydrochlorothiazide
APRD00170,
APRD00214,Valisone-G Ointment
APRD01246,Tazorac
APRD00969,Corlopam
APRD01009,
APRD00726,Alfentanil Injection USP
APRD00886,Cortisporin-TC
APRD00113,Viscerol Cap 10mg
APRD00735,
APRD00121,Trental Tab 400mg
APRD00522,R.O.-parcaine Dps 5mg/ml
APRD01031,Teva-perindopril/indapamide
APRD00287,Tropicamide 1% - Liq Oph 10mg/ml
APRD00725,Akineton Tab 2mg
DB01693,Virazole Pws 6gm/vial
DB08343,Phenylone Plus Tab
DB05564,Transmucosal Fentanyl Citrate
APRD00529,Vivlodex
APRD01606,Trimo San
APRD00210,Tanta Orciprenaline Syrup - Syr 2mg/ml
APRD00369,
DB05893,Propofol-II Injection
EXPT00604,Novo-zolamide Tab 250mg
APRD00071,Teva-tadalafil
APRD00849,
APRD00767,Disulfiram
APRD00760,Zovia 1/50E-28
APRD00273,
APRD01604,Zzip Cold Sore Treatment
APRD01136,Natacyn
APRD00873,
APRD00987,Monurol
DB07699,Vivol
APRD00262,
DB08616,Trifluoperazine Tab 5mg
APRD00496,
APRD00243,PMS-cefaclor 375 B.I.D.
APRD00432,Mifegymiso
APRD00832,Wal Tap Elixir Childrens
APRD00275,Vaprino A-D
APRD00072,
APRD00877,Cloderm
APRD01267,Tolazamide
APRD01023,Lacrisert
APRD00122,Dobutrex
APRD01152,Serax Tablets 30mg
APRD00039,Van-donepezil
APRD01132,Nubain Injection 20mg/ml
APRD00278,
APRD00982,Nolix
APRD00896,Procysbi Delayed-release
APRD01067,Novo-levamisole
APRD00047,
APRD00429,Trilafon Tab 8mg
APRD00331,Dtic-dome -pws IV 200mg/vial
APRD00634,ZYRTEC-D Allergy Plus Congestion
APRD00557,Temozolomide Teva
APRD00764,Levorphanol Tartrate
DB05277,Levulan Kerastick
APRD00867,Mycil Powder 1%
APRD00508,Walgreens Athletes Foot
APRD00938,
APRD01171,Depen Tab 250mg
APRD00197,Veripred 20
DB06895,Nu-diflunisal Tab 500mg
APRD00699,Vivanza
APRD00254,Zantac-C Cap 300mg
EXPT01437,Tacrolimus
APRD00759,Regimex
APRD00736,
APRD00541,Yutopar Tab 10mg
APRD00629,Zonatuss
DB04507,Van-dorzolamide-timolol
APRD00230,
APRD00589,Terbutaline Sulfate
APRD01302,Vaprisol Dextrose In Plastic Container
APRD01078,Zylet
APRD01005,Zyncof
APRD00388,Flupentixol Decanoate Injection BP
APRD00950,Teveten Tablets 300 mg
DB02439,Sirolimus
APRD00545,X-pur Chlorhexidine
APRD00226,Truvada
APRD00721,Supres 250 Tab
APRD00523,Ran-quinapril
APRD00880,Serophene Tab 50mg
APRD00455,PMS-isosorbide Tab 10mg
DB02782,Teva-risedronate/calcium
APRD00394,
APRD00443,
APRD00294,Burinex Tab 5mg
APRD00249,Valchlor
APRD01002,Sustol
APRD00917,Ortho Dienestrol Crm
APRD00491,Dagenan Tab 500mg
APRD00817,Minims Benoxinate Hydrochloride 0.4%
APRD01053,Se-Tan PLUS
APRD00640,
APRD00822,Pre-pen
APRD01220,Vexol Ophthalmic Suspension -  1%
APRD00313,Triazolam Tablets 0.25mg
APRD00738,Zytec Germ Buster Hand Sanitizer
APRD01216,Ultiva
DB02392,Videx Pediatric Powder Sol 4g/bott
APRD00827,
APRD00713,
APRD00251,Vpi-ethacrynate Sodium
APRD00481,Zym-ondansetron
DB06863,Vistitan
APRD00344,Tiagabine Hydrochloride
APRD00080,PMS-cocaine Hydrochloride Topical Sol 4%
APRD00136,Quinidine Sulfate Tab 200mg
APRD00004,Zonisamide Mylan
APRD01165,Zemplar
APRD01260,Tinidazole
APRD00439,Sandoz Repaglinide
APRD00741,Leritine Tablets 25mg
APRD00511,
APRD00787,Symmetrel Syrup 10mg/ml
APRD00631,Vandazole
APRD00927,Prostin E2 Vaginal Gel
APRD00169,Teva-almotriptan
