drugbank-id,resource,url
BIOD00013,RxList,http://www.rxlist.com/cgi/generic2/reteplase.htm
BIOD00013,Drugs.com,http://www.drugs.com/cdi/reteplase.html
DB08923,RxList,http://www.rxlist.com/cgi/generic/epoetin.htm
DB08923,Drugs.com,http://www.drugs.com/cdi/epoetin-alfa.html
BIOD00025,RxList,http://www.rxlist.com/cgi/generic2/calcit.htm
BIOD00023,Drugs.com,http://www.drugs.com/cdi/interferon-alfa-n3-solution.html
BIOD00094,RxList,http://www.rxlist.com/cgi/generic3/neulasta.htm
BIOD00094,Drugs.com,http://www.drugs.com/cdi/pegfilgrastim.html
BIOD00035,RxList,http://www.rxlist.com/cgi/generic/sargramostim.htm
BIOD00035,Drugs.com,http://www.drugs.com/cdi/sargramostim.html
BIOD00039,RxList,http://www.rxlist.com/cgi/generic3/secretin.htm
BIOD00039,Drugs.com,http://www.drugs.com/human_secretin.html
BIOD00048,RxList,http://www.rxlist.com/cgi/generic2/peginterferon.htm
BIOD00048,Drugs.com,http://www.drugs.com/cdi/peginterferon-alfa-2b.html
BIOD00011,RxList,http://www.rxlist.com/cgi/generic3/asparaginase.htm
BIOD00011,Drugs.com,http://www.drugs.com/cdi/asparaginase.html
BIOD00020,RxList,http://www.rxlist.com/cgi/generic2/thyrotropin.htm
BIOD00020,Drugs.com,http://www.drugs.com/cdi/thyrotropin-alfa.html
DBSALT002413,RxList,http://www.rxlist.com/cgi/generic2/hemofilm.htm
DBSALT002413,Drugs.com,http://www.drugs.com/cdi/antihemophilic-factor-human.html
BIOD00060,RxList,http://www.rxlist.com/cgi/generic/anakinra.htm
BIOD00060,Drugs.com,http://www.drugs.com/cdi/anakinra.html
BIOD00091,RxList,http://www.rxlist.com/cgi/generic2/baygam.htm
BIOD00091,Drugs.com,http://www.drugs.com/cdi/immune-globulin-human.html
DB08914,RxList,http://www.rxlist.com/cgi/generic3/novolog.htm
DB08914,Drugs.com,http://www.drugs.com/pro/humulin-r.html
BIOD00019,RxList,http://www.rxlist.com/cgi/generic2/tenecteplase.htm
BIOD00019,Drugs.com,http://www.drugs.com/mtm/tenecteplase.html
BIOD00018,RxList,http://www.rxlist.com/cgi/generic/menotropins.htm
BIOD00018,Drugs.com,http://www.drugs.com/cdi/menotropins.html
BIOD00017,Drugs.com,http://www.drugs.com/cdi/interferon-gamma-1b.html
DB00037,RxList,http://www.rxlist.com/cgi/generic3/roferon.htm
DB00037,Drugs.com,http://www.drugs.com/cdi/interferon-alfa-2a-solution.html
BIOD00061,RxList,http://www.rxlist.com/cgi/generic3/desmoprt.htm
BIOD00061,Drugs.com,http://www.drugs.com/cdi/desmopressin.html
BIOD00006,RxList,http://www.rxlist.com/cgi/generic3/novoseven.htm
BIOD00006,Drugs.com,http://www.drugs.com/cdi/coagulation-factor-viia-recombinant.html
BIOD00021,RxList,http://www.rxlist.com/cgi/generic3/oprelvek.htm
BIOD00021,Drugs.com,http://www.drugs.com/cdi/oprelvekin.html
BIOD00042,RxList,http://www.rxlist.com/cgi/generic/kepivance.htm
BIOD00042,Drugs.com,http://www.drugs.com/cdi/palifermin.html
BIOD00057,RxList,http://www.rxlist.com/cgi/generic2/gluca.htm
BIOD00057,Drugs.com,http://www.drugs.com/cdi/glucagon.html
BIOD00082,RxList,http://www.rxlist.com/cgi/generic2/aldesleukin.htm
BIOD00082,Drugs.com,http://www.drugs.com/cdi/aldesleukin.html
BIOD00070,RxList,http://www.rxlist.com/cgi/generic/botulinumtoxin.htm
BIOD00070,Drugs.com,http://www.drugs.com/cdi/botulinum-toxin-type-b.html
BIOD00081,RxList,http://www.rxlist.com/cgi/generic/xolair.htm
BIOD00081,Drugs.com,http://www.drugs.com/cdi/omalizumab.html
BIOD00056,Drugs.com,http://www.drugs.com/cdi/lutropin-alfa.html
DB01310,RxList,http://www.rxlist.com/cgi/generic/insulinlispro.htm
DB01310,Drugs.com,http://www.drugs.com/mtm/insulin-lispro.html
DB01308,RxList,http://www.rxlist.com/cgi/generic2/lantus.htm
DB01308,Drugs.com,http://www.drugs.com/cdi/insulin-glargine-cartridge-systems.html
DB11249,RxList,http://www.rxlist.com/cgi/generic3/collagenase.htm
DB11249,Drugs.com,http://www.drugs.com/cdi/collagenase-ointment.html
BIOD00090,RxList,http://www.rxlist.com/cgi/generic3/elitek.htm
BIOD00090,Drugs.com,http://www.drugs.com/cdi/rasburicase.html
BIOD00115,RxList,http://www.rxlist.com/cgi/generic2/cetrorelix.htm
BIOD00115,Drugs.com,http://www.drugs.com/cdi/cetrorelix-acetate.html
BIOD00049,RxList,http://www.rxlist.com/cgi/generic3/humira.htm
BIOD00049,Drugs.com,http://www.drugs.com/cdi/adalimumab.html
DB06417,RxList,http://www.rxlist.com/cgi/generic3/nutropin.htm
DB06417,Drugs.com,http://www.drugs.com/cdi/somatropin-rdna-origin-nonrefrigerated.html
BIOD00026,RxList,http://www.rxlist.com/cgi/generic2/imiglucerase.htm
BIOD00026,Drugs.com,http://www.drugs.com/cdi/imiglucerase.html
BIOD00041,RxList,http://www.rxlist.com/reopro-drug.htm
BIOD00041,Drugs.com,http://www.drugs.com/cdi/abciximab.html
BIOD00068,RxList,http://www.rxlist.com/cgi/generic/drotrecogin.htm
BIOD00068,Drugs.com,http://www.drugs.com/cdi/drotrecogin-alfa.html
BIOD00077,RxList,http://www.rxlist.com/cgi/generic2/gemtuzumab.htm
BIOD00077,Drugs.com,http://www.drugs.com/cdi/gemtuzumab-ozogamicin.html
BIOD00002,RxList,http://www.rxlist.com/cgi/generic3/zemaira.htm
BIOD00079,RxList,http://www.rxlist.com/cgi/generic2/pegaspargase.htm
BIOD00079,Drugs.com,http://www.drugs.com/cdi/pegaspargase.html
BIOD00093,RxList,http://www.rxlist.com/cgi/generic3/rebif.htm
BIOD00093,Drugs.com,http://www.drugs.com/cdi/interferon-beta-1a.html
BIOD00100,RxList,http://www.rxlist.com/cgi/generic2/pegademase.htm
BIOD00100,Drugs.com,http://www.drugs.com/cdi/pegademase-bovine.html
DB00064,RxList,http://www.rxlist.com/cgi/generic3/albumin.htm
BIOD00063,RxList,http://www.rxlist.com/cgi/generic/eptifibatide.htm
BIOD00063,Drugs.com,http://www.drugs.com/cdi/eptifibatide.html
BIOD00004,RxList,http://www.rxlist.com/cgi/generic3/infliximab.htm
BIOD00004,Drugs.com,http://www.drugs.com/cdi/infliximab.html
DB09024,RxList,http://www.rxlist.com/cgi/generic3/follitrop.htm
DB09024,Drugs.com,http://www.drugs.com/cdi/follitropin-alfa-powder.html
DB09392,RxList,http://www.rxlist.com/cgi/generic3/vasopressin.htm
DB09392,Drugs.com,http://www.drugs.com/mtm/vasopressin.html
BIOD00078,RxList,http://www.rxlist.com/cgi/generic/interferon_beta.htm
BIOD00078,Drugs.com,http://www.drugs.com/cdi/interferon-beta-1b-solution.html
BIOD00062,RxList,http://www.rxlist.com/cgi/generic2/infergen.htm
BIOD00062,Drugs.com,http://www.drugs.com/cdi/interferon-alfacon-1.html
BIOD00022,RxList,http://www.rxlist.com/cgi/generic/hylenex.htm
BIOD00022,Drugs.com,http://www.drugs.com/cdi/hyaluronidase.html
BIOD00098,RxList,http://www.rxlist.com/cgi/generic/trastuz.htm
BIOD00098,Drugs.com,http://www.drugs.com/cdi/trastuzumab.html
BIOD00014,RxList,http://www.rxlist.com/cgi/generic/ritux.htm
BIOD00014,Drugs.com,http://www.drugs.com/cdi/rituximab.html
BIOD00073,RxList,http://www.rxlist.com/cgi/generic2/basiliximab.htm
BIOD00073,Drugs.com,http://www.drugs.com/cdi/basiliximab.html
BIOD00027,RxList,http://www.rxlist.com/cgi/generic3/digoxinfab.htm
BIOD00027,Drugs.com,http://www.drugs.com/cdi/digoxin-immune-fab.html
BIOD00069,RxList,http://www.rxlist.com/cgi/generic3/zevalin.htm
BIOD00069,Drugs.com,http://www.drugs.com/cdi/ibritumomab-tiuxetan-with-indium-111.html
BIOD00111,RxList,http://www.rxlist.com/cgi/generic3/cubicin.htm
BIOD00111,Drugs.com,http://www.drugs.com/cdi/daptomycin.html
DB09557,RxList,http://www.rxlist.com/cgi/generic3/bexxar.htm
DB09557,Drugs.com,http://www.drugs.com/cdi/iodine-i-131-tositumomab.html
BIOD00044,RxList,http://www.rxlist.com/cgi/generic3/somavert.htm
BIOD00044,Drugs.com,http://www.drugs.com/cdi/pegvisomant.html
BIOD00092,RxList,http://www.rxlist.com/cgi/generic/botox.htm
DB05356,RxList,http://www.rxlist.com/cgi/generic2/pancrel.htm
DB05356,Drugs.com,http://www.drugs.com/cdi/amylase-lipase-protease.html
BIOD00028,RxList,http://www.rxlist.com/cgi/generic2/streptokinase.htm
BIOD00028,Drugs.com,http://www.drugs.com/cons/streptokinase-intravenous-intracoronary.html
BIOD00109,RxList,http://www.rxlist.com/cgi/generic/campath.htm
BIOD00109,Drugs.com,http://www.drugs.com/cdi/alemtuzumab.html
BIOD00037,RxList,http://www.rxlist.com/cgi/generic3/ceredase.htm
BIOD00037,Drugs.com,http://www.drugs.com/cdi/alglucerase.html
BIOD00008,RxList,http://www.rxlist.com/cgi/generic3/aldurazyme.htm
BIOD00008,Drugs.com,http://www.drugs.com/cdi/laronidase.html
BIOD00003,RxList,http://www.rxlist.com/cgi/generic/cyclosporine.htm
BIOD00003,Drugs.com,http://www.drugs.com/cdi/cyclosporine-drops.html
BIOD00055,RxList,http://www.rxlist.com/cgi/generic3/amevive.htm
BIOD00055,Drugs.com,http://www.drugs.com/cdi/alefacept.html
BIOD00104,RxList,http://www.rxlist.com/cgi/generic3/urofollitropin.htm
BIOD00104,Drugs.com,http://www.drugs.com/cdi/urofollitropin-purified.html
BIOD00074,RxList,http://www.rxlist.com/cgi/generic3/raptiva.htm
BIOD00074,Drugs.com,http://www.drugs.com/cdi/efalizumab.html
BIOD00034,RxList,http://www.rxlist.com/cgi/generic/ovidrel.htm
BIOD00034,Drugs.com,http://www.drugs.com/cdi/choriogonadotropin-alfa.html
DB09560,RxList,http://www.rxlist.com/cgi/generic/filgrastim.htm
DB09560,Drugs.com,http://www.drugs.com/cdi/filgrastim.html
BIOD00038,RxList,http://www.rxlist.com/cgi/generic2/factorix.htm
BIOD00038,Drugs.com,http://www.drugs.com/cdi/coagulation-factor-ix-injection-human.html
BIOD00053,RxList,http://www.rxlist.com/cgi/generic2/becapler.htm
BIOD00053,Drugs.com,http://www.drugs.com/cdi/becaplermin.html
BIOD00075,RxList,http://www.rxlist.com/cgi/generic3/fabrazyme.htm
BIOD00075,Drugs.com,http://www.drugs.com/cdi/agalsidase-beta.html
BIOD00088,RxList,http://www.rxlist.com/cgi/generic/octreotide.htm
BIOD00088,Drugs.com,http://www.drugs.com/cdi/octreotide.html
DB05600,RxList,http://www.rxlist.com/cgi/generic/introna.htm
BIOD00051,RxList,http://www.rxlist.com/cgi/generic/plenaxis.htm
BIOD00051,Drugs.com,http://www.drugs.com/cdi/abarelix.html
BIOD00016,RxList,http://www.rxlist.com/cgi/generic3/oxytocin.htm
BIOD00016,Drugs.com,http://www.drugs.com/cdi/oxytocin.html
BIOD00083,RxList,http://www.rxlist.com/cgi/generic/tysabri.htm
BIOD00083,Drugs.com,http://www.drugs.com/cdi/natalizumab.html
BIOD00106,RxList,http://www.rxlist.com/cgi/generic3/fuzeon.htm
BIOD00106,Drugs.com,http://www.drugs.com/cdi/enfuvirtide.html
BIOD00097,RxList,http://www.rxlist.com/cgi/generic2/palivizumab.htm
BIOD00097,Drugs.com,http://www.drugs.com/cdi/palivizumab.html
BIOD00007,RxList,http://www.rxlist.com/cgi/generic3/zenapax.htm
BIOD00007,Drugs.com,http://www.drugs.com/cdi/daclizumab.html
BIOD00087,RxList,http://www.rxlist.com/cgi/generic3/avastin.htm
BIOD00087,Drugs.com,http://www.drugs.com/cdi/bevacizumab-solution.html
NUTR00045,PDRhealth,http://www.pdrhealth.com/drug_info/nmdrugprofiles/nutsupdrugs/vit_0215.shtml
EXPT00965,RxList,http://www.rxlist.com/cgi/generic/b12inj.htm
EXPT00965,PDRhealth,http://www.pdrhealth.com/drug_info/nmdrugprofiles/nutsupdrugs/vit_0262.shtml
EXPT00965,Drugs.com,http://www.drugs.com/cdi/cyanocobalamin-b12.html
NUTR00030,PDRhealth,http://www.pdrhealth.com/drug_info/nmdrugprofiles/nutsupdrugs/lhi_0137.shtml
NUTR00052,PDRhealth,http://www.pdrhealth.com/drug_info/nmdrugprofiles/nutsupdrugs/sad_0231.shtml
NUTR00052,Drugs.com,http://www.drugs.com/cdi/s-adenosylmethionine.html
DB11194,PDRhealth,http://www.pdrhealth.com/drug_info/nmdrugprofiles/nutsupdrugs/pyr_0218.shtml
NUTR00044,PDRhealth,http://www.pdrhealth.com/drug_info/nmdrugprofiles/nutsupdrugs/lph_0201.shtml
NUTR00019,PDRhealth,http://www.pdrhealth.com/drug_info/nmdrugprofiles/nutsupdrugs/bio_0035.shtml
NUTR00019,Drugs.com,http://www.drugs.com/cons/biotin.html
NUTR00020,PDRhealth,http://www.pdrhealth.com/drug_info/nmdrugprofiles/nutsupdrugs/cho_0283.shtml
DB11101,PDRhealth,http://www.pdrhealth.com/drug_info/nmdrugprofiles/nutsupdrugs/lly_0166.shtml
NUTR00014,PDRhealth,http://www.pdrhealth.com/drug_info/nmdrugprofiles/nutsupdrugs/lar_0024.shtml
NUTR00014,Drugs.com,http://www.drugs.com/npc/l-arginine.html
DB11317,RxList,http://www.rxlist.com/cgi/generic3/vitamc.htm
DB11317,PDRhealth,http://www.pdrhealth.com/drug_info/nmdrugprofiles/nutsupdrugs/vit_0264.shtml
DB11317,Drugs.com,http://www.drugs.com/cdi/ascorbic-acid.html
EXPT01823,PDRhealth,http://www.pdrhealth.com/drug_info/nmdrugprofiles/nutsupdrugs/las_0028.shtml
NUTR00043,PDRhealth,http://www.pdrhealth.com/drug_info/nmdrugprofiles/nutsupdrugs/lor_0190.shtml
NUTR00026,PDRhealth,http://www.pdrhealth.com/drug_info/nmdrugprofiles/nutsupdrugs/lgl_0125.shtml
NUTR00038,PDRhealth,http://www.pdrhealth.com/drug_info/nmdrugprofiles/nutsupdrugs/lme_0173.shtml
NUTR00059,PDRhealth,http://www.pdrhealth.com/drug_info/nmdrugprofiles/nutsupdrugs/lty_0256.shtml
DB05314,RxList,http://www.rxlist.com/cgi/generic2/calcitri.htm
DB05314,PDRhealth,http://www.pdrhealth.com/drug_info/nmdrugprofiles/nutsupdrugs/vit_0265.shtml
DB05314,Drugs.com,http://www.drugs.com/cdi/calcitriol.html
DB11138,PDRhealth,http://www.pdrhealth.com/drug_info/nmdrugprofiles/nutsupdrugs/lut_0164.shtml
NUTR00023,PDRhealth,http://www.pdrhealth.com/drug_info/nmdrugprofiles/nutsupdrugs/lcy_0088.shtml
DB09358,PDRhealth,http://www.pdrhealth.com/drug_info/nmdrugprofiles/nutsupdrugs/rib_0263.shtml
DB09358,Drugs.com,http://www.drugs.com/mtm/riboflavin.html
NUTR00040,PDRhealth,http://www.pdrhealth.com/drug_info/nmdrugprofiles/nutsupdrugs/glu_0122.shtml
EXPT01650,PDRhealth,http://www.pdrhealth.com/drug_info/nmdrugprofiles/nutsupdrugs/glu_0126.shtml
NUTR00048,PDRhealth,http://www.pdrhealth.com/drug_info/nmdrugprofiles/nutsupdrugs/pho_0202.shtml
NUTR00028,PDRhealth,http://www.pdrhealth.com/drug_info/nmdrugprofiles/nutsupdrugs/gly_0127.shtml
APRD00428,PDRhealth,http://www.pdrhealth.com/drug_info/nmdrugprofiles/nutsupdrugs/vit_0265.shtml
NUTR00022,PDRhealth,http://www.pdrhealth.com/drug_info/nmdrugprofiles/nutsupdrugs/cre_0086.shtml
NUTR00022,Drugs.com,http://www.drugs.com/creatine.html
NUTR00033,PDRhealth,http://www.pdrhealth.com/drug_info/nmdrugprofiles/nutsupdrugs/bra_0042.shtml
EXPT03222,Drugs.com,http://www.drugs.com/cdi/thiamine.html
APRD00426,RxList,http://www.rxlist.com/cgi/generic/ergocalciferol.htm
APRD00426,PDRhealth,http://www.pdrhealth.com/drug_info/nmdrugprofiles/nutsupdrugs/vit_0265.shtml
APRD00426,Drugs.com,http://www.drugs.com/cdi/ergocalciferol.html
NUTR00032,PDRhealth,http://www.pdrhealth.com/drug_info/nmdrugprofiles/nutsupdrugs/gam_0120.shtml
DB03527,PDRhealth,http://www.pdrhealth.com/drug_info/nmdrugprofiles/nutsupdrugs/nad_0179.shtml
NUTR00025,PDRhealth,http://www.pdrhealth.com/drug_info/nmdrugprofiles/nutsupdrugs/fol_0110.shtml
NUTR00025,Drugs.com,http://www.drugs.com/folic_acid.html
NUTR00024,RxList,http://www.rxlist.com/epa_eicosapentaenoic_acid/supplements.htm
NUTR00024,PDRhealth,http://www.pdrhealth.com/drug_info/nmdrugprofiles/nutsupdrugs/eic_0104.shtml
NUTR00024,Drugs.com,http://www.drugs.com/mtm/epa-fish-oil.html
NUTR00060,PDRhealth,http://www.pdrhealth.com/drug_info/nmdrugprofiles/nutsupdrugs/bra_0042.shtml
APRD00486,RxList,http://www.rxlist.com/cgi/generic2/aquasola.htm
APRD00486,PDRhealth,http://www.pdrhealth.com/drug_info/nmdrugprofiles/nutsupdrugs/vit_0260.shtml
APRD00486,Drugs.com,http://www.drugs.com/mtm/vitamin-a.html
EXPT03227,PDRhealth,http://www.pdrhealth.com/drug_info/nmdrugprofiles/nutsupdrugs/vit_0266.shtml
EXPT03227,Drugs.com,http://www.drugs.com/vitamin_e.html
APRD00204,PDRhealth,http://www.pdrhealth.com/drug_info/nmdrugprofiles/nutsupdrugs/vit_0215.shtml
APRD00204,Drugs.com,http://www.drugs.com/cdi/pyridoxine-vitamin-b6-extended-release-tablets.html
NUTR00031,PDRhealth,http://www.pdrhealth.com/drug_info/nmdrugprofiles/nutsupdrugs/bra_0042.shtml
APRD00506,PDRhealth,http://www.pdrhealth.com/drug_info/nmdrugprofiles/nutsupdrugs/vit_0265.shtml
APRD00506,Drugs.com,http://www.drugs.com/mtm/cholecalciferol.html
NUTR00062,PDRhealth,http://www.pdrhealth.com/drug_info/nmdrugprofiles/nutsupdrugs/vit_0267.shtml
APRD00328,RxList,http://www.rxlist.com/cgi/generic/pravast.htm
APRD00328,Drugs.com,http://www.drugs.com/cdi/pravastatin.html
APRD00425,RxList,http://www.rxlist.com/cgi/generic/fluvox.htm
APRD00425,PDRhealth,http://www.pdrhealth.com/drug_info/rxdrugprofiles/drugs/flu1660.shtml
APRD00425,Drugs.com,http://www.drugs.com/cdi/fluvoxamine.html
APRD00133,RxList,http://www.rxlist.com/cgi/generic/valsartan.htm
APRD00133,Drugs.com,http://www.drugs.com/cdi/valsartan.html
APRD00009,RxList,http://www.rxlist.com/cgi/generic/ramipril.htm
APRD00009,PDRhealth,http://www.pdrhealth.com/drugs/rx/rx-mono.aspx?contentFileName=alt1014.html&contentName=Altace&contentId=44
APRD00009,Drugs.com,http://www.drugs.com/ramipril.html
APRD00976,RxList,http://www.rxlist.com/cgi/generic/flunisolide.htm
APRD00976,PDRhealth,http://www.pdrhealth.com/drug_info/rxdrugprofiles/drugs/aer1009.shtml
APRD00976,Drugs.com,http://www.drugs.com/cdi/flunisolide-spray.html
APRD00551,RxList,http://www.rxlist.com/cgi/generic/baclofen.htm
APRD00551,Drugs.com,http://www.drugs.com/baclofen.html
APRD00480,RxList,http://www.rxlist.com/cgi/generic/adderallxr.htm
APRD00480,PDRhealth,http://www.pdrhealth.com/drug_info/rxdrugprofiles/drugs/add1008.shtml
APRD00480,Drugs.com,http://www.drugs.com/amphetamine.html
DB11303,RxList,http://www.rxlist.com/cgi/generic2/nicotini.htm
DB11303,PDRhealth,http://www.pdrhealth.com/drug_info/rxdrugprofiles/drugs/nic1292.shtml
DB11303,Drugs.com,http://www.drugs.com/nicotine.html
APRD00224,RxList,http://www.rxlist.com/cgi/generic/cevimeline.htm
APRD00224,Drugs.com,http://www.drugs.com/cdi/cevimeline.html
APRD00116,RxList,http://www.rxlist.com/cgi/generic/loraz.htm
APRD00116,Drugs.com,http://www.drugs.com/lorazepam.html
APRD00954,RxList,http://www.rxlist.com/cgi/generic3/esmolol.htm
APRD00954,Drugs.com,http://www.drugs.com/cdi/esmolol.html
DB07475,RxList,http://www.rxlist.com/cgi/generic3/velcade.htm
DB07475,Drugs.com,http://www.drugs.com/cdi/bortezomib.html
APRD00958,Drugs.com,http://www.drugs.com/cons/ethchlorvynol.html
APRD00160,RxList,http://www.rxlist.com/cgi/generic/sinemet.htm
APRD00160,Drugs.com,http://www.drugs.com/cdi/carbidopa.html
APRD00093,RxList,http://www.rxlist.com/cgi/generic/phenterm.htm
APRD00093,Drugs.com,http://www.drugs.com/phentermine.html
APRD00028,RxList,http://www.rxlist.com/cgi/generic/tramadol.htm
APRD00028,Drugs.com,http://www.drugs.com/tramadol.html
EXPT02753,RxList,http://www.rxlist.com/cgi/generic3/vidarabine.htm
EXPT02753,Drugs.com,http://www.drugs.com/mtm/vidarabine-ophthalmic.html
APRD00245,RxList,http://www.rxlist.com/cgi/generic3/betaxolol.htm
APRD00245,Drugs.com,http://www.drugs.com/cdi/betaxolol-drops.html
APRD00327,RxList,http://www.rxlist.com/cgi/generic/flucon.htm
APRD00327,Drugs.com,http://www.drugs.com/cdi/fluconazole.html
APRD00488,RxList,http://www.rxlist.com/cgi/generic/troglitazone.htm
APRD00488,Drugs.com,http://www.drugs.com/mtm/troglitazone.html
APRD01148,RxList,http://www.rxlist.com/cgi/generic3/oseltamiv.htm
APRD01148,Drugs.com,http://www.drugs.com/oseltamivir.html
APRD00953,RxList,http://www.rxlist.com/cgi/generic/erithrom.htm
APRD00953,PDRhealth,http://www.pdrhealth.com/drug_info/rxdrugprofiles/drugs/ery1163.shtml
APRD00953,Drugs.com,http://www.drugs.com/cdi/erythromycin-ointment.html
APRD01022,RxList,http://www.rxlist.com/cgi/generic/cyanokit.htm
APRD01022,Drugs.com,http://www.drugs.com/cdi/hydroxocobalamin.html
APRD00673,RxList,http://www.rxlist.com/cgi/generic3/caffeine.htm
APRD00673,Drugs.com,http://www.drugs.com/caffeine.html
APRD00159,RxList,http://www.rxlist.com/cgi/generic2/succinyl.htm
APRD00159,Drugs.com,http://www.drugs.com/cdi/succinylcholine.html
APRD00556,RxList,http://www.rxlist.com/cgi/generic/viagra.htm
APRD00556,PDRhealth,http://www.pdrhealth.com/drugs/rx/rx-mono.aspx?contentFileName=via1479.html&contentName=Viagra&contentId=818
APRD00556,Drugs.com,http://www.drugs.com/cdi/sildenafil.html
APRD00367,RxList,http://www.rxlist.com/cgi/generic2/dofetilide.htm
APRD00367,Drugs.com,http://www.drugs.com/cdi/dofetilide.html
APRD00599,RxList,http://www.rxlist.com/cgi/generic/pyrime.htm
APRD00599,Drugs.com,http://www.drugs.com/cdi/pyrimethamine.html
APRD00472,Drugs.com,http://www.drugs.com/cdi/reserpine.html
APRD00397,RxList,http://www.rxlist.com/cgi/generic/zithromax.htm
APRD00397,Drugs.com,http://www.drugs.com/cdi/azithromycin-drops.html
APRD01257,RxList,http://www.rxlist.com/cgi/generic/ticlop.htm
APRD01257,Drugs.com,http://www.drugs.com/cdi/ticlopidine.html
APRD00393,RxList,http://www.rxlist.com/cgi/generic/sanctura.htm
APRD00393,Drugs.com,http://www.drugs.com/cdi/trospium.html
APRD00780,RxList,http://www.rxlist.com/cgi/generic3/adapalene.htm
APRD00780,PDRhealth,http://www.pdrhealth.com/drug_info/rxdrugprofiles/drugs/dif1134.shtml
APRD00780,Drugs.com,http://www.drugs.com/cdi/adapalene-cream.html
APRD01116,RxList,http://www.rxlist.com/cgi/generic3/midodrine.htm
APRD01116,Drugs.com,http://www.drugs.com/cdi/midodrine.html
APRD00073,RxList,http://www.rxlist.com/cgi/generic3/protonix.htm
APRD00073,Drugs.com,http://www.drugs.com/cdi/pantoprazole.html
APRD00217,RxList,http://www.rxlist.com/cgi/generic/demadex.htm
APRD00217,PDRhealth,http://www.pdrhealth.com/drug_info/rxdrugprofiles/drugs/dem1634.shtml
APRD00147,RxList,http://www.rxlist.com/cgi/generic/citalo.htm
APRD00147,Drugs.com,http://www.drugs.com/citalopram.html
APRD00945,RxList,http://www.rxlist.com/cgi/generic3/relpax.htm
APRD00945,PDRhealth,http://www.pdrhealth.com/drug_info/rxdrugprofiles/drugs/rel1663.shtml
APRD00945,Drugs.com,http://www.drugs.com/cdi/eletriptan.html
APRD00281,RxList,http://www.rxlist.com/cgi/generic3/vigamox.htm
APRD00281,PDRhealth,http://www.pdrhealth.com/drug_info/rxdrugprofiles/drugs/ave1540.shtml
APRD00281,Drugs.com,http://www.drugs.com/cdi/moxifloxacin-drops.html
APRD00003,RxList,http://www.rxlist.com/cgi/generic2/nelfin.htm
APRD00003,PDRhealth,http://www.pdrhealth.com/drug_info/rxdrugprofiles/drugs/vir1483.shtml
APRD00003,Drugs.com,http://www.drugs.com/cdi/nelfinavir.html
APRD00750,Drugs.com,http://www.drugs.com/mtm/isoetharine-inhalation.html
APRD00381,RxList,http://www.rxlist.com/cgi/generic/glimepiride.htm
APRD00381,Drugs.com,http://www.drugs.com/cdi/glimepiride.html
APRD00921,RxList,http://www.rxlist.com/cgi/generic/diflorasone.htm
APRD00921,Drugs.com,http://www.drugs.com/cdi/diflorasone-diacetate-cream.html
APRD00069,RxList,http://www.rxlist.com/cgi/generic2/indinav.htm
APRD00069,Drugs.com,http://www.drugs.com/cdi/indinavir.html
APRD00990,RxList,http://www.rxlist.com/cgi/generic3/omniscan.htm
APRD01006,Drugs.com,http://www.drugs.com/mtm/guanadrel.html
APRD00370,RxList,http://www.rxlist.com/cgi/generic3/altocor.htm
APRD00370,Drugs.com,http://www.drugs.com/cdi/lovastatin.html
APRD01198,RxList,http://www.rxlist.com/cgi/generic/lyrica.htm
