drugbank-id,title,url
APRD00269,Link,http://yosemite.epa.gov/oswer/CeppoEHS.nsf/Profiles/124-87-8?OpenDocument
APRD00373,Pfizer Medical Information,https://www.pfizermedicalinformation.ca/en-ca/celebrex/action-and-clinical-pharmacology
APRD00166,Link,http://www.patient.co.uk/showdoc/30002156/
APRD00984,Link,http://www.bccancer.bc.ca/HPI/DrugDatabase/DrugIndexPro/Flutamide.htm
APRD00538,Haldol Decanoate,https://www.medicines.org.uk/emc/product/968
APRD00312,"American Association for the Study of Liver Diseases; Infectious Diseases Society of America. HCV guidance. http://hcvguidelines.org. Accessed June 12, 2017.",http://hcvguidelines.org/full-report-view
APRD00558,"Pharmacology review, Nitazoxanide",https://www.accessdata.fda.gov/drugsatfda_docs/nda/2004/21-497_Alinia_Pharmr_P1.pdf
EXPT03217,Wikipedia Page on Vancomycin,https://en.wikipedia.org/wiki/Vancomycin
APRD00602,Nortriptyline Summary of Product Characteristics,https://www.hpra.ie/img/uploaded/swedocuments/LicenseSPC_PA1887-005-002_09092016171046.pdf
EXPT01688,Link,http://www.medicinenet.com/acetohydroxamic_acid-oral/article.htm
APRD00874,GlaxoSmithKline: NIMBEX injection product information,http://www.gsk.com.au/resources.ashx/prescriptionmedicinesproductschilddataproinfo/78/FileName/3B9D6BE9E90F11117038850DBCAFE2A1/PI_Nimbex.pdf
APRD00527,Link,http://www.sigmaaldrich.com/catalog/search/ProductDetail/SIGMA/D6899
APRD01086,Link,http://en.wikipedia.org/wiki/Mebendazole
APRD00548,Drugs.com,https://www.drugs.com/propoxyphene.html
APRD00983,Link,http://www.inchem.org/documents/pims/pharm/pim640.htm
DB05342,Clinical Trial NCT00299897,https://www.clinicaltrials.gov/ct2/show/NCT00299897
APRD00187,Pharmacokinetics of Risperidone: Clinical Summary,https://psychopharmacologyinstitute.com/antipsychotics/risperidone/pharmacokinetics-risperidone/
APRD00904,Link,http://www.nlm.nih.gov/medlineplus/druginfo/uspdi/203185.html
APRD00572,Link,http://en.wikipedia.org/wiki/Tetracycline
APRD01305,Link,http://home.intekom.com/pharm/hmr/rulide.html
APRD00099,New Zealand report,http://www.medsafe.govt.nz/profs/Datasheet/n/nardiltab.pdf
APRD01031,Significant Drug–Drug Interactions with Antineoplastics,https://www.ebi.ac.uk/chembl/target/inspect/CHEMBL1876
DB01693,"American Association for the Study of Liver Diseases; Infectious Diseases Society of America. HCV guidance. http://hcvguidelines.org. Accessed June 12, 2017.",http://hcvguidelines.org/full-report-view
APRD01260,Link,http://www.nlm.nih.gov/medlineplus/druginfo/uspdi/500541.html
APRD00960,Link,http://www.cancer.gov/Templates/drugdictionary.aspx?CdrID=355795
APRD00893,Link,http://www.nlm.nih.gov/medlineplus/druginfo/uspdi/202173.html
APRD00134,InChem Data Sheet,http://www.inchem.org/documents/pims/pharm/pim909.htm
APRD00092,Significant Drug–Drug Interactions with Antineoplastics,https://www.ebi.ac.uk/chembl/target/inspect/CHEMBL1876
APRD00547,Link,http://en.wikipedia.org/wiki/Minocycline
APRD01024,Link,http://newdruginformation.com/Hydroxystilbamidine_Isethionate.htm
APRD00216,Link,http://pharmgkb.org/pathway/PA166104634#
DB01287,Kegg,http://www.genome.jp/dbget-bin/www_bget?dr:D02268
DB08567,EMA Label: Zoloft; INN: sertraline,http://www.ema.europa.eu/docs/en_GB/document_library/Referrals_document/Zoloft_30/WC500007023.pdf
DB09440,MSDS,http://msds.orica.com/pdf/shess-en-cds-010-000000033835.pdf
APRD00398,FDA Label: SilenorTM (doxepin) tablets for oral administration,https://www.accessdata.fda.gov/drugsatfda_docs/label/2010/022036lbl.pdf
APRD00603,Citalopram ,https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID8022826
APRD00025,Link,http://www.medscape.com/viewarticle/441915_3
APRD00493,Time magazine,http://time.com/4876098/new-hope-for-depression/
APRD00929,Link,http://www.medicinenet.com/diphenidol_hcl-oral/article.htm
APRD00701,National Institute of Mental Health,https://www.nimh.nih.gov/health/topics/depression/index.shtml
DB01256,Link,http://www.centerwatch.com/patient/drugs/dru946.html
EXPT00002,Link,http://www.medilexicon.com/drugs/prezista.php
DB01356,ILO: Lithium,http://www.ilo.org/dyn/icsc/showcard.display?p_card_id=0710
DB01403,Link,http://www.doctissimo.fr/medicament-NOZINAN.htm
DBSALT001032,Fittness uncovered,http://www.fitnessuncovered.co.uk/performance-drugs/profiles/testosterone-propionate
DB01463,Link,http://home.intekom.com/pharm/merckp/reactivn.html
DB01546,Link,http://isomerdesign.com/PiHKAL/read.php?domain=tk&id=11
DB01593,The emerging role of zinc transporters,https://www.nature.com/articles/sigtrans201729
DB01616,Spasmonal Package Insert,http://www.medicines.org.uk/EMC/medicine/24562/SPC/
DB08920,Link,http://www.mentalhealth.com/drug/p30-z03.html
EXPT03225,US Biological,http://www.usbio.net/item/O8070-50
EXPT01517,Pharmaceuticals and Medical Devices Agency (PMDA): Topiroxostat review,https://www.pmda.go.jp/files/000153624.pdf
DB06593,The NIH National Library of Medicine,http://www.nlm.nih.gov/medlineplus/druginfo/natural/patient-dhea.html
DB11280,Glucose injection (Viaflex bag) Product information,http://www.medsafe.govt.nz/profs/Datasheet/g/glucoseinjviaflex.pdf
DB11103,KEGG metabolism,http://www.genome.jp/kegg-bin/show_pathway?hsa00430
EXPT00247,Pyroglutamic acid: throwing light on a lightly studied metabolite,https://pdfs.semanticscholar.org/c50e/3ad15345b8901709d52d89f38c1c0fb6080c.pdf
DB04184,eMedicine,http://www.emedicinehealth.com/drug-acetic_acid_otic/article_em.htm
EXPT02456,European Medicines Agency (EMA): TEYSUNO (tegafur/gimeracil/oteracil) Summary of Product Characteristics,http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/001242/WC500104415.pdf
EXPT02641,NIH Toxnet: Propionic Acid Profile,https://toxnet.nlm.nih.gov/cgi-bin/sis/search/a?dbs+hsdb:@term+@DOCNO+1192
EXPT02430,OLEIC ACID - National Library of Medicine HSDB Database - Toxnet,https://toxnet.nlm.nih.gov/cgi-bin/sis/search/a?dbs+hsdb:@term+@DOCNO+1240
DB05375,Trimesta,http://www.syntheticbiologics.com/trimesta
DB04796,Link,http://www.hybrigenics.com/Pharma/Pharma-Content/Inecalcitol-Development.html
DB09032,Link,https://clinicaltrials.gov/ct2/show/NCT01516203
DB04901,Link,http://www.freshpatents.com/Anti-cd80-antibody-having-adcc-activity-for-adcc-mediated-killing-of-b-cell-lymphoma-cells-alone-or-in-combination-with-other-therapies-dt20070322ptan20070065436.php?type=description
DB04948,FDA reports,https://www.fda.gov/downloads/AdvisoryCommittees/CommitteesMeetingMaterials/Drugs/PsychopharmacologicDrugsAdvisoryCommittee/UCM602419.pdf
DB04950,Link,http://www.wipo.int/pctdb/en/wo.jsp?WO=2004061120&IA=WO2004061120&DISPLAY=DESC
DB04978,Link,http://meeting.ascopubs.org/cgi/content/abstract/24/18_suppl/4080
DB04979,Link,http://www.cancer.gov/Templates/drugdictionary.aspx?CdrID=453546
DB05016,EMA Product Label,http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/002720/WC500171813.pdf
DB05084,"Radius Health, Inc. Pipeline",http://radiuspharm.com/pipeline/
DB05217,Link,http://www.geminx.com/en/research/gmx1777.php
DB05218,Link,http://www.medicalnewstoday.com/articles/71766.php
DB05241,Link,http://www.exelixis.com/eortc/posters/AACR_NCI_EORTC2007_XL765_preclin.pdf
DB05257,Link,http://www.freepatentsonline.com/6235316.html
DB05311,"Kalbitor, INN-ecallantide - European Medicines Agency - Europa EU",http://www.ema.europa.eu/docs/en_GB/document_library/Application_withdrawal_assessment_report/human/002200/WC500122745.pdf
DB05332,Link,http://www.google.com/patents/US6835809
DB05521,"American Association for the Study of Liver Diseases; Infectious Diseases Society of America. HCV guidance. http://hcvguidelines.org. Accessed June 12, 2017.",http://hcvguidelines.org/full-report-view
DB05541,Briviact FDA Approval,http://www.ucb.com/stories-media/press-releases/article/U-S-FDA-approves-UCB-s-new-epilepsy-treatment-BRIVIACT-for-patients-with-partial-onset-seizures
DB05620,Pharmacokinetic Study of a Single Dose of AVI-4065 in Cerebral Spinal Fluid,https://clinicaltrials.gov/ct2/show/NCT00381433
DB05631,Link,http://clinicaltrials.gov/show/NCT00320502
DB05667,Link,http://www.diobex.com/dio902
DB05723,Link,http://www.alkermes.com/newsroom/showArticle.aspx?id=407
DB05777,Bloodjournal,http://www.bloodjournal.org/content/bloodjournal/80/5/1254.full.pdf?sso-checked=1
DB05851,Link,http://clinicaltrials.gov/ct2/show/NCT00004890?term=AIDS&lup_s=03%2F06%2F2013&lup_d=30
DB05875,Link,http://www.abcam.com/Substance-P-protein-ab9608.html
DB05889,European Medicines Agency (EMA): BESPONSA Summary of Product Characteristics,http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/004119/WC500231261.pdf
DB05990,MSDS,http://www.selleckchem.com/msds/MSDS_S7660.pdf
DB06127,Link,http://clinicaltrials.gov/show/NCT00525330
DB06145,product info,https://www.drugs.com/mmx/spiramycin.html
DB06152,NyIidrin HCL: A BETA-SYMPATHETIC STIMULANT IN THE MANAGEMENT OF HAEMORRHAGIC SHOCK,https://pdfs.semanticscholar.org/1a78/f56fd773ac5e0c0a624812090e41ca12a7cd.pdf
DB06153,Paladin Labs - Product Monograph: SANDOMIGRAN (Pizotifen hydrogen malate 0.5 mg and 1 mg tablets),http://www.paladin-labs.com/our_products/Sandomigran_en.pdf
DB06154,Pentaerithrityl tetranitrate improves angiotensin II induced vascular dysfunction via induction of heme oxygenase-1,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3080599/
DB06202,EMA Summary of product characteristics,http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/000977/WC500020092.pdf
DB06205,Link,http://www.cancer.gov/Templates/drugdictionary.aspx?CdrID=486735
DB06215,Feraheme PDR,http://www.pdr.net/drug-summary/Feraheme-ferumoxytol-1201
DB06217,European Medicines Agency Summary of product characteristics,http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/001215/WC500097154.pdf
DB06224,Link,http://www.isispharm.com/product_pipeline.html
DB06230,European Medicines Agency (EMA) Summary of product characteristics: Selincro,http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/002583/WC500140255.pdf
DB06234,Link,http://www.viropharma.com/Pipeline/Camvia.aspx
DB13081,Link,http://www.antisoma.com/asm/media/press/pr2007/2007-08-22/
DB06263," randomized, open-label, phase III trial comparing amrubicin versus docetaxel in patients with previously treated non-small-cell lung cancer",https://academic.oup.com/annonc/article/28/2/285/2676905
DB06273,FDA Press Announcements: FDA approves first drug to specifically treat giant cell arteritis,https://www.fda.gov/newsevents/newsroom/pressannouncements/ucm559791.htm
DB06274,Link,http://www.fda.gov/Safety/MedWatch/SafetyInformation/ucm194328.htm
DB06290,"American Association for the Study of Liver Diseases; Infectious Diseases Society of America. HCV guidance. http://hcvguidelines.org. Accessed June 12, 2017.",http://hcvguidelines.org/full-report-view
DB06307,Link,http://www.medicalnewstoday.com/articles/104218.php
DB06309,Link,http://www.medicalnewstoday.com/articles/84205.php
DB06323,Link,http://www.orthologic.com/research-development/AZX100modeofaction.php
DB06342,Link,http://www.cancer.gov/Templates/drugdictionary.aspx?CdrID=574048
DB06361,Recombinant soluble prostate-specific membrane antigen (rsPSMA) vaccine,http://ascopubs.org/doi/10.1200/jco.2004.22.14_suppl.2584
DB06366,Pertuzumab protein sequence,http://www.freepatentsonline.com/20110117097.pdf
DB06412,"Report on Carcinogens, Thirteenth Edition",http://ntp.niehs.nih.gov/ntp/roc/content/profiles/oxymetholone.pdf
DB06413,Link,http://www.medilexicon.com/drugs/nuvigil.php
DB06421,Link,http://www.prnewswire.co.uk/cgi/news/release?id=48518
DB06422,Link,http://scripts.iucr.org/cgi-bin/paper?S1600536802017683
DB06504,Alzheimer’s Therapy: GABA Receptor Inverse Agonists,http://cnsdiseases.com/alzheimers-therapy-gaba-receptor-inverse-agonists
DB06595,Cayman Midostaurin MSDS,http://www.chemblink.com/MSDS/MSDSFiles/120685-11-2_Clear%20Synth.pdf
DB06602,FDA approves Cinqair to treat severe asthma,https://www.fda.gov/NewsEvents/Newsroom/PressAnnouncements/ucm491980.htm
DB06603,Drugs of the Future - Panobinostat,https://journals.prous.com/journals/servlet/xmlxsl/pk_journals.xml_summary_pr?p_JournalId=2&p_RefId=1094476&p_IsPs=N
DB06607,EMA: Removab Withdrawal from Market,http://www.ema.europa.eu/docs/en_GB/document_library/Public_statement/human/000972/WC500231226.pdf
DB06616,Link,http://en.wikipedia.org/wiki/Philadelphia_chromosome
DB06643,Link,http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Public_assessment_report/human/001120/WC500093529.pdf
DB06655,Link,http://dailymed.nlm.nih.gov/dailymed/archives/fdaDrugInfo.cfm?archiveid=15776
DB06693,Pubchem,http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?sid=49896293&viewopt=PubChem
DB06696,Antimicrobial agents and Chemotherapy,http://aac.asm.org/cgi/content/full/44/7/1925
DB06700,Link,http://www.pharmgkb.org/pathway/PA166014758
DB06719,Link,http://www.sanofi.ca
DB06736,"DailyMed: CLANZA CR- aceclofenac tablet, film coated ",https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=8a023942-01e8-4849-aa3c-1a640ffc7fd3
DB06752,Spine Health,https://www.spine-health.com/conditions/herniated-disc/whats-a-herniated-disc-pinched-nerve-bulging-disc
DB06755,Meeting the vitamin A requirements,https://www.hindawi.com/journals/tswj/2016/7393620/
DB06759,EMA Label: Vitravene (fomivirsen sodium) Summary of Product Characteristics,https://ec.europa.eu/health/documents/community-register/1999/199907293331/anx_3331_en.pdf
DB06767,product info,https://pubchem.ncbi.nlm.nih.gov/compound/ammonium_chloride#section=Absorption-Distribution-and-Excretion
DB05318,Oleoresin Capsicum Toxicology Evaluation and Hazard Review,http://prod.sandia.gov/techlib/access-control.cgi/1995/952129.pdf
DB06775,Carbaglu,http://www.ema.europa.eu/ema/index.jsp?curl=pages/medicines/human/medicines/000461/human_med_000685.jsp&murl=menus/medicines/medicines.jsp&mid=WC0b01ac058001d124&jsenabled=true
DB06776,"WikiDoc: Editor-In-Chief: C. Michael Gibson, M.S., M.D. ",https://www.wikidoc.org/index.php/Sodium_cellulose_phosphate
DB06778,Bacterial Killing by Dry Metallic Copper Surfaces,http://aem.asm.org/content/77/3/794.full
DB09538,FERRIC HEXACYANOFERRATE Toxnet ,https://toxnet.nlm.nih.gov/cgi-bin/sis/search/a?dbs+hsdb:@term+@DOCNO+7127
DB09412,Drugs.com,https://www.drugs.com/pro/gallium-citrate-ga-67.html
DB06787,WHOCC-ATC: Hexocyclium,https://www.whocc.no/atc_ddd_index/?code=A03AB10&showdescription=yes
DB06788,Link,http://www.supprelinla.com/
DB06796,European Medicines Agency (EMA): TESLASCAN Scientific Discussion,http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Scientific_Discussion/human/000137/WC500036332.pdf
DB06811,Link,http://ec.europa.eu/health/ph_risk/committees/04_sccp/docs/sccp_o_113.pdf
DB06812,"Iodophore activity, CDC",https://www.cdc.gov/hicpac/Disinfection_Sterilization/8_0Iodophors.html
DB06815,Pyrithione zinc - National Library of Medicine HSDB Database - Toxnet,https://toxnet.nlm.nih.gov/cgi-bin/sis/search/a?dbs+hsdb:@term+@DOCNO+4498
DB06816,HSDB: Pyrvinium,https://toxnet.nlm.nih.gov/cgi-bin/sis/search/a?dbs+hsdb:@term+@DOCNO+3178
DB12600,FDA label,"http://www.accessdata.fda.gov/drugsatfda_docs/label/2009/020572s016,020573s015lbl.pdf"
DB06826,Monogragh,http://www.rxlist.com/rescula-drug/clinical-pharmacology.htm
DB08604,ON THE FATE OF TRICLOSAN IN HUMANS,http://diss.kib.ki.se/2009/978-91-7409-510-4/thesis.pdf
DB08806,Product Insert,http://home.intekom.com/pharm/hmr/roxit.html
DB08814,MIMS,http://www.mims.com/malaysia/drug/info/triflusal?mtype=generic
DB05989,"FDA Approval Update May 17, 2017",https://www.drugs.com/newdrugs/fda-expands-approved-kalydeco-additional-mutations-cystic-fibrosis-4534.html?utm_source=ddc&utm_medium=email&utm_campaign=Today%27s+news+summary+-+May+18%2C+2017&utm_content=FDA+Expands+Approved+Use+of+Kalydeco+to+Treat+Additional+Mutations+of+Cystic+Fibrosis
DB08823,Link,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=5cd2bff8-40cd-4e63-9907-77b80d774cb7
DB09548,Link,http://md.gehealthcare.com/files/pdfs/msds/datscan.pdf
DB08836,Clearance of Temocapril and Enalapril during Haemodialysis Treatment,http://link.springer.com/article/10.2165%2F00044011-199509040-00008
DB08862,Cholecystokinin Octapeptide,https://www.perkinelmer.com/Content/MSDSDatabase/MSDS_NEX203010UC_AU_EN.pdf
DB05083,J&J News,https://www.jnj.com/media-center/press-releases/janssen-announces-us-fda-approval-of-first-and-only-complete-single-pill-two-drug-regimen-juluca-dolutegravir-and-rilpivirine-for-the-treatment-of-hiv-1-infection
DB08870,Brentuximab vedotin: clinical updates and practical guidance,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5762734/
DB05665,"American Association for the Study of Liver Diseases; Infectious Diseases Society of America. HCV guidance. http://hcvguidelines.org. Accessed June 12, 2017.",http://hcvguidelines.org/full-report-view
DB05238,FDA  Vemurafenib application,https://www.accessdata.fda.gov/drugsatfda_docs/nda/2011/202429Orig1s000ClinPharmR.pdf
DB08886,Genbank Accession No. CAA32884: L-asparaginase [Dickeya chrysanthemi],https://www.ncbi.nlm.nih.gov/protein/CAA32884.1
DB08183,Link,http://www.accessdata.fda.gov/spl/data/34f69a09-8707-42ca-8cd1-33dabe698756/34f69a09-8707-42ca-8cd1-33dabe698756.xml
DB08904,Link,https://data.epo.org/publication-server/rest/v1.0/publication-dates/20110803/patents/EP1534753NWB1/document.html
DB08911,Drugs@FDA: FDA Approved Drug Products,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=204114
DB08912,Dabrafenib and Trametinib Treatment in Patients With Locally Advanced or Metastatic BRAF V600–Mutant Anaplastic Thyroid Cancer,http://ascopubs.org/doi/abs/10.1200/JCO.2017.73.6785
DB08916,Boehringer Ingelheim: FDA approves new indication for Gilotrif® in EGFR mutation-positive NSCLC,https://www.boehringer-ingelheim.us/press-release/fda-approves-new-indication-gilotrif-egfr-mutation-positive-nsclc
DB08930,FDA News and Events,https://www.fda.gov/NewsEvents/Newsroom/PressAnnouncements/ucm586305.htm
DB08934,"American Association for the Study of Liver Diseases; Infectious Diseases Society of America. HCV guidance. http://hcvguidelines.org. Accessed June 12, 2017.",http://hcvguidelines.org/full-report-view
DB08937,Link,http://clinicaltrials.gov/ct2/show/NCT01607957
DB08942,Evaluation of the Characteristics of Safety Withdrawal of Prescription Drugs from Worldwide Pharmaceutical Markets-1960 to 1999,http://dij.sagepub.com/content/35/1/293.abstract
DB08949,"Vitamin and Mineral Safety 3rd Edition (2013) Council for Responsible Nutrition (CRN); Niacin: Nicotinic Acid, Nicotinamide, and Inositol Hexanicotinate",https://www.crnusa.org/sites/default/files/files/resources/13-CRNVMS3-NIACIN.pdf
DB08964,CERVAGEM (Gemeprost) Product information,https://gp2u.com.au/static/pdf/C/CERVAGEM-PI.pdf
DB08998,Link,http://www.catalog.md/drugs/tinoran.html
DB09014,Link,http://chem.sis.nlm.nih.gov/chemidplus/rn/486-17-9
DB09027,"American Association for the Study of Liver Diseases; Infectious Diseases Society of America. HCV guidance. http://hcvguidelines.org. Accessed June 12, 2017.",http://hcvguidelines.org/full-report-view
DB09037,FDA news,https://www.fda.gov/Drugs/InformationOnDrugs/ApprovedDrugs/ucm610572.htm
DB09053,American Cancer Society,https://www.cancer.org/cancer/waldenstrom-macroglobulinemia/about/what-is-wm.html
DB09059,EMA: Tractocile Product Information,http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/000253/WC500040495.pdf
DB09061,"FDA Briefing Document - Peripheral and Central Nervous System Drugs Advisory Committee Meeting (April 19, 2018)",https://www.fda.gov/downloads/AdvisoryCommittees/CommitteesMeetingMaterials/Drugs/PeripheralandCentralNervousSystemDrugsAdvisoryCommittee/UCM604736.pdf
DB09066,Gonadotrophins: The future,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4296397/
DB09070,Cardiovascular Effects of Tibolone: A Selective Tissue Estrogenic Activity Regulator,https://onlinelibrary.wiley.com/doi/full/10.1111/j.1527-3466.2007.00007.x
DB09081,EMA Product Label,http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/003834/WC500193836.pdf
DB09083,hERG potassium channel inhibition by ivabradine may contribute to QT prolongation and risk of torsades de pointes,http://journals.sagepub.com/doi/abs/10.1177/2042098615595546
